[0] #InstanceTicker (Type-1) Ver.201903050014.tsv - (c)weepjp (c)kyori19 MIT License.	[1] ScreenName	[2] DomainName	[3] FontColor	[4] BackGroundColor	[5] ImgPath	[6] ImgWidth	[7] ImgLicense	[8] WikiURL	[9] UsersVoiceURL	[10] ImgLicenseURL	[11] AdminsVoiceURL	[12] Missingno.12	[13] Missingno.13
1	gorone.xyz	gorone.xyz	#fff	#26a	https://wee.jp/f/gorone.xyz	18	(favicon.ico)						
1	ffxiv-mastodon.com	ffxiv-mastodon.com	#fff	#26a	https://wee.jp/f/ffxiv-mastodon.com	18	(favicon.ico)	https://ja.mstdn.wiki/Ffxiv-mastodon.com					
1	syasai.club	syasai.club	#fff	#26a	https://wee.jp/f/syasai.club	18	(favicon.ico)						
1	mstdn.precure.fun	mstdn.precure.fun	#fff	#26a	https://wee.jp/f/mstdn.precure.fun	18	(favicon.ico)						
1	mstdn.inct-densan.club	mstdn.inct-densan.club	#fff	#26a	https://wee.jp/f/mstdn.inct-densan.club	18	(favicon.ico)						
1	muknown.jp	muknown.jp	#fff	#26a	https://wee.jp/f/muknown.jp	18	(favicon.ico)						
1	mastodon.potproject.net	mastodon.potproject.net	#fff	#26a	https://wee.jp/f/mastodon.potproject.net	18	(favicon.ico)						
1	awoo.ongstar.jp	awoo.ongstar.jp	#fff	#26a	https://wee.jp/f/awoo.ongstar.jp	18	(favicon.ico)						
1	popon.pptdn.jp	popon.pptdn.jp	#fff	#26a	https://wee.jp/f/popon.pptdn.jp	18	(favicon.ico)						
1	yysk.icu	yysk.icu	#fff	#26a	https://wee.jp/f/yysk.icu	18	(favicon.ico)						
1	toot.blue	toot.blue	#fff	#26a	https://wee.jp/f/toot.blue	18	(favicon.ico)						
1	mstdn.gtn-works.com	mstdn.gtn-works.com	#fff	#26a	https://wee.jp/f/mstdn.gtn-works.com	18	(favicon.ico)						
1	angraecumnote.net	angraecumnote.net	#fff	#26a	https://wee.jp/f/angraecumnote.net	18	(favicon.ico)						
1	real-escape.jp	real-escape.jp	#fff	#26a	https://wee.jp/f/real-escape.jp	18	(favicon.ico)						
1	ukadon.shillest.net	ukadon.shillest.net	#fff	#26a	https://wee.jp/f/ukadon.shillest.net	18	(favicon.ico)						
1	don.neso.tech	don.neso.tech	#fff	#26a	https://wee.jp/f/don.neso.tech	18	(favicon.ico)						
1	mastodon.snowandtweet.jp	mastodon.snowandtweet.jp	#fff	#26a	https://wee.jp/f/mastodon.snowandtweet.jp	18	(favicon.ico)	https://ja.mstdn.wiki/Mastodon.snowandtweet.jp					
1	mstdn.klamath.jp	mstdn.klamath.jp	#fff	#26a	https://wee.jp/f/mstdn.klamath.jp	18	(favicon.ico)						
1	mathtod.online	mathtod.online	#fff	#26a	https://wee.jp/f/mathtod.online	18	(favicon.ico)						
1	seichi.work	seichi.work	#fff	#26a	https://wee.jp/f/seichi.work	18	(favicon.ico)						
1	steam-don.fun	steam-don.fun	#fff	#26a	https://wee.jp/f/steam-don.fun	18	(favicon.ico)						
1	mstdn.kurosuke.org	mstdn.kurosuke.org	#fff	#26a	https://wee.jp/f/mstdn.kurosuke.org	18	(favicon.ico)						
1	felesitas.cloud	felesitas.cloud	#fff	#26a	https://wee.jp/f/felesitas.cloud	18	(favicon.ico)						
1	mstdn.res.ac	mstdn.res.ac	#fff	#26a	https://wee.jp/f/mstdn.res.ac	18	(favicon.ico)						
1	mdn.hinaloe.net	mdn.hinaloe.net	#fff	#26a	https://wee.jp/f/mdn.hinaloe.net	18	(favicon.ico)						
1	mstdn.dasoran.net	mstdn.dasoran.net	#fff	#26a	https://wee.jp/f/mstdn.dasoran.net	18	(favicon.ico)						
1	fla.red	fla.red	#fff	#26a	https://wee.jp/f/fla.red	18	(favicon.ico)	https://ja.mstdn.wiki/Fla.red					
1	qiitadon.com	qiitadon.com	#fff	#26a	https://wee.jp/f/qiitadon.com	18	(favicon.ico)						
1	mstdn.soysoftware.net	mstdn.soysoftware.net	#fff	#26a	https://wee.jp/f/mstdn.soysoftware.net	18	(favicon.ico)						
1	otogamer.me	otogamer.me	#fff	#26a	https://wee.jp/f/otogamer.me	18	(favicon.ico)	https://ja.mstdn.wiki/Otogamer.me					
1	otoya.space	otoya.space	#fff	#26a	https://wee.jp/f/otoya.space	18	(favicon.ico)	https://ja.mstdn.wiki/%E9%9F%B3%E5%B1%8B%E4%B8%BC					
1	photodn.net	photodn.net	#fff	#26a	https://wee.jp/f/photodn.net	18	(favicon.ico)						
1	mstdn.ryanak.xyz	mstdn.ryanak.xyz	#fff	#26a	https://wee.jp/f/mstdn.ryanak.xyz	18	(favicon.ico)						
1	digineko.jp	digineko.jp	#fff	#26a	https://wee.jp/f/digineko.jp	18	(favicon.ico)						
1	don.m2hq.net	don.m2hq.net	#fff	#26a	https://wee.jp/f/don.m2hq.net	18	(favicon.ico)						
1	mstdn.unasuke.com	mstdn.unasuke.com	#fff	#26a	https://wee.jp/f/mstdn.unasuke.com	18	(favicon.ico)						
1	mastodon.osyakasyama.me	mastodon.osyakasyama.me	#fff	#26a	https://wee.jp/f/mastodon.osyakasyama.me	18	(favicon.ico)						
1	testingmstdn.abcang.net	testingmstdn.abcang.net	#fff	#26a	https://wee.jp/f/testingmstdn.abcang.net	18	(favicon.ico)						
1	hige.alterna-cloud.com	hige.alterna-cloud.com	#fff	#26a	https://wee.jp/f/hige.alterna-cloud.com	18	(favicon.ico)						
1	mstdn.сумирэ.рф	mstdn.xn--h1ahnbk7d.xn--p1ai	#fff	#26a	https://wee.jp/f/mstdn.xn--h1ahnbk7d.xn--p1ai	18	(favicon.ico)						
1	mstdn.a-tak.com	mstdn.a-tak.com	#fff	#26a	https://wee.jp/f/mstdn.a-tak.com	18	(favicon.ico)						
1	shiroganedon.net	shiroganedon.net	#fff	#26a	https://wee.jp/f/shiroganedon.net	18	(favicon.ico)						
1	gingadon.com	gingadon.com	#fff	#26a	https://wee.jp/f/gingadon.com	18	(favicon.ico)	https://ja.mstdn.wiki/%E9%8A%80%E6%B2%B3%E4%B8%BC					
1	mstdn.haun.jp	mstdn.haun.jp	#fff	#26a	https://wee.jp/f/mstdn.haun.jp	18	(favicon.ico)						
1	pao.moe	pao.moe	#fff	#26a	https://wee.jp/f/pao.moe	18	(favicon.ico)						
1	mstdn.kuriuzu.tk	mstdn.kuriuzu.tk	#fff	#26a	https://wee.jp/f/mstdn.kuriuzu.tk	18	(favicon.ico)						
1	amemiya.work	amemiya.work	#fff	#26a	https://wee.jp/f/amemiya.work	18	(favicon.ico)						
1	mstdn.glorificatio.org	mstdn.glorificatio.org	#fff	#26a	https://wee.jp/f/mstdn.glorificatio.org	18	(favicon.ico)						
1	meganekeesu.tokyo	meganekeesu.tokyo	#fff	#26a	https://wee.jp/f/meganekeesu.tokyo	18	(favicon.ico)						
1	mastodooooooon.xyz	mastodooooooon.xyz	#fff	#26a	https://wee.jp/f/mastodooooooon.xyz	18	(favicon.ico)						
1	md.xps2.net	md.xps2.net	#fff	#26a	https://wee.jp/f/md.xps2.net	18	(favicon.ico)						
1	solna.in	solna.in	#fff	#26a	https://wee.jp/f/solna.in	18	(favicon.ico)						
1	gadget.inpocket.net	gadget.inpocket.net	#fff	#26a	https://wee.jp/f/gadget.inpocket.net	18	(favicon.ico)						
1	wug.fun	wug.fun	#fff	#26a	https://wee.jp/f/wug.fun	18	(favicon.ico)	https://ja.mstdn.wiki/Wugtodon					
1	netstat.app	netstat.app	#fff	#26a	https://wee.jp/f/netstat.app	18	(favicon.ico)						
1	kakudon.com	kakudon.com	#fff	#26a	https://wee.jp/f/kakudon.com	18	(favicon.ico)	https://ja.mstdn.wiki/Kakudon.com					
1	social.kimamass.com	social.kimamass.com	#fff	#26a	https://wee.jp/f/social.kimamass.com	18	(favicon.ico)						
1	qnmd.info	qnmd.info	#fff	#26a	https://wee.jp/f/qnmd.info	18	(favicon.ico)						
1	kuroringo.com	kuroringo.com	#fff	#26a	https://wee.jp/f/kuroringo.com	18	(favicon.ico)						
1	mstdn.yakitamago.info	mstdn.yakitamago.info	#fff	#26a	https://wee.jp/f/mstdn.yakitamago.info	18	(favicon.ico)						
1	makimaki.jp	makimaki.jp	#fff	#26a	https://wee.jp/f/makimaki.jp	18	(favicon.ico)						
1	mstdn.nekonote.cc	mstdn.nekonote.cc	#fff	#26a	https://wee.jp/f/mstdn.nekonote.cc	18	(favicon.ico)						
1	kurage.cc	kurage.cc	#fff	#26a	https://wee.jp/f/kurage.cc	18	(favicon.ico)	https://ja.mstdn.wiki/Kurage.cc					
1	mstdn.atcurio.com	mstdn.atcurio.com	#fff	#26a	https://wee.jp/f/mstdn.atcurio.com	18	(favicon.ico)						
1	junkhub.org	junkhub.org	#fff	#26a	https://wee.jp/f/junkhub.org	18	(favicon.ico)						
1	cpper.xyz	cpper.xyz	#fff	#26a	https://wee.jp/f/cpper.xyz	18	(favicon.ico)						
1	yamaken.jp	yamaken.jp	#fff	#26a	https://wee.jp/f/yamaken.jp	18	(favicon.ico)						
1	gnosia.info	gnosia.info	#fff	#26a	https://wee.jp/f/gnosia.info	18	(favicon.ico)						
1	omochi.xyz	omochi.xyz	#fff	#26a	https://wee.jp/f/omochi.xyz	18	(favicon.ico)						
1	mosw.work	mosw.work	#fff	#26a	https://wee.jp/f/mosw.work	18	(favicon.ico)						
1	mastodon.tmp1024.com	mastodon.tmp1024.com	#fff	#26a	https://wee.jp/f/mastodon.tmp1024.com	18	(favicon.ico)						
1	obitsudon.midyuki.net	obitsudon.midyuki.net	#fff	#26a	https://wee.jp/f/obitsudon.midyuki.net	18	(favicon.ico)						
1	grain.izayoiwind.net	grain.izayoiwind.net	#fff	#26a	https://wee.jp/f/grain.izayoiwind.net	18	(favicon.ico)						
1	mstdn.kessai-otaku.club	mstdn.kessai-otaku.club	#fff	#26a	https://wee.jp/f/mstdn.kessai-otaku.club	18	(favicon.ico)						
1	md.paoon.social	md.paoon.social	#fff	#26a	https://wee.jp/f/md.paoon.social	18	(favicon.ico)						
1	yakiniku.cloud	yakiniku.cloud	#fff	#26a	https://wee.jp/f/yakiniku.cloud	18	(favicon.ico)						
1	kirishima.cloud	kirishima.cloud	#fff	#26a	https://wee.jp/f/kirishima.cloud	18	(favicon.ico)	https://ja.mstdn.wiki/Kirishima.cloud					
1	sandbox.skoji.jp	sandbox.skoji.jp	#fff	#26a	https://wee.jp/f/sandbox.skoji.jp	18	(favicon.ico)						
1	bookwor.ms	bookwor.ms	#fff	#26a	https://wee.jp/f/bookwor.ms	18	(favicon.ico)						
1	www.mstddntfdn.online	www.mstddntfdn.online	#fff	#26a	https://wee.jp/f/www.mstddntfdn.online	18	(favicon.ico)						
1	mstdn.imoimo.xyz	mstdn.imoimo.xyz	#fff	#26a	https://wee.jp/f/mstdn.imoimo.xyz	18	(favicon.ico)						
1	mstdn.schoolidol.club	mstdn.schoolidol.club	#fff	#26a	https://wee.jp/f/mstdn.schoolidol.club	18	(favicon.ico)						
1	homoo.social	homoo.social	#fff	#26a	https://wee.jp/f/homoo.social	18	(favicon.ico)						
1	mstdn-jp.site	mstdn-jp.site	#fff	#26a	https://wee.jp/f/mstdn-jp.site	18	(favicon.ico)						
1	flower.afn.social	flower.afn.social	#fff	#26a	https://wee.jp/f/flower.afn.social	18	(favicon.ico)	https://ja.mstdn.wiki/Flower.afn.social					
1	kancolle.social	kancolle.social	#fff	#26a	https://wee.jp/f/kancolle.social	18	(favicon.ico)						
1	august-don.site	august-don.site	#fff	#26a	https://wee.jp/f/august-don.site	18	(favicon.ico)	https://ja.mstdn.wiki/%E9%9B%AA%E9%A4%85					
1	precure.ml	precure.ml	#fff	#26a	https://wee.jp/f/precure.ml	18	(favicon.ico)	https://ja.mstdn.wiki/Precure.ml					
1	blessedgeeks.org	blessedgeeks.org	#fff	#26a	https://wee.jp/f/blessedgeeks.org	18	(favicon.ico)						
1	kero.ccsakura.jp	kero.ccsakura.jp	#fff	#26a	https://wee.jp/f/kero.ccsakura.jp	18	(favicon.ico)	https://ja.mstdn.wiki/Kero.ccsakura.jp					
1	mstdn.hinabita.com	mstdn.hinabita.com	#fff	#26a	https://wee.jp/f/mstdn.hinabita.com	18	(favicon.ico)						
1	clonis.xyz	clonis.xyz	#fff	#26a	https://wee.jp/f/clonis.xyz	18	(favicon.ico)						
1	animedon.chao.tokyo	animedon.chao.tokyo	#fff	#26a	https://wee.jp/f/animedon.chao.tokyo	18	(favicon.ico)						
1	mochiwasadon.com	mochiwasadon.com	#fff	#26a	https://wee.jp/f/mochiwasadon.com	18	(favicon.ico)						
1	hexadon.net	hexadon.net	#fff	#26a	https://wee.jp/f/hexadon.net	18	(favicon.ico)						
1	mastdon.amazedkoumei.com	mastdon.amazedkoumei.com	#fff	#26a	https://wee.jp/f/mastdon.amazedkoumei.com	18	(favicon.ico)						
1	mastodon.kitchen	mastodon.kitchen	#fff	#26a	https://wee.jp/f/mastodon.kitchen	18	(favicon.ico)						
1	kemonodon.club	kemonodon.club	#fff	#26a	https://wee.jp/f/kemonodon.club	18	(favicon.ico)	https://ja.mstdn.wiki/Kemonodon.club					
1	ichiji.social	ichiji.social	#fff	#26a	https://wee.jp/f/ichiji.social	18	(favicon.ico)	https://ja.mstdn.wiki/Ichiji.social					
1	wasaradan.m.to	wasaradan.m.to	#fff	#26a	https://wee.jp/f/wasaradan.m.to	18	(favicon.ico)	https://ja.mstdn.wiki/%E3%83%AF%E3%82%B5%E3%83%A9%E3%83%80%E3%83%B3					
1	mstdn-bike.net	mstdn-bike.net	#fff	#26a	https://wee.jp/f/mstdn-bike.net	18	(favicon.ico)						
1	mstdn.tokyocameraclub.com	mstdn.tokyocameraclub.com	#fff	#26a	https://wee.jp/f/mstdn.tokyocameraclub.com	18	(favicon.ico)						
1	mental.social	mental.social	#fff	#26a	https://wee.jp/f/mental.social	18	(favicon.ico)						
1	nitiasa.com	nitiasa.com	#fff	#26a	https://wee.jp/f/nitiasa.com	18	(favicon.ico)						
1	nt.mstdon.app	nt.mstdon.app	#fff	#26a	https://wee.jp/f/nt.mstdon.app	18	(favicon.ico)						
1	mstdn.vtube.media	mstdn.vtube.media	#fff	#26a	https://wee.jp/f/mstdn.vtube.media	18	(favicon.ico)	https://ja.mstdn.wiki/%E3%81%B6%E3%81%84%E3%81%A4%E3%81%B9%E3%81%A9%E3%82%93					
1	plasticmodels.tokyo	plasticmodels.tokyo	#fff	#26a	https://wee.jp/f/plasticmodels.tokyo	18	(favicon.ico)						
1	m6n.onsen.tech	m6n.onsen.tech	#fff	#26a	https://wee.jp/f/m6n.onsen.tech	18	(favicon.ico)	https://ja.mstdn.wiki/Mastodon_Onsen					
1	syamutodon.xyz	syamutodon.xyz	#fff	#26a	https://wee.jp/f/syamutodon.xyz	18	(favicon.ico)	https://ja.mstdn.wiki/Syamutodon.xyz					
1	mstdn.yjsnpi.nu	mstdn.yjsnpi.nu	#fff	#26a	https://wee.jp/f/mstdn.yjsnpi.nu	18	(favicon.ico)	https://ja.mstdn.wiki/Mastodon%E6%B7%AB%E5%A4%A2					
1	foresdon.jp	foresdon.jp	#fff	#26a	https://wee.jp/f/foresdon.jp	18	(favicon.ico)	https://ja.mstdn.wiki/Foresdon.jp					
1	mzn-potatochips.me	mzn-potatochips.me	#fff	#26a	https://wee.jp/f/mzn-potatochips.me	18	(favicon.ico)						
1	steam-don.fun	steam-don.fun	#fff	#26a	https://wee.jp/f/steam-don.fun	18	(favicon.ico)						
1	mastodol.jp	mastodol.jp	#fff	#26a	https://wee.jp/f/mastodol.jp	18	(favicon.ico)						
1	mstdn.futaba-works.com	mstdn.futaba-works.com	#fff	#26a	https://wee.jp/f/mstdn.futaba-works.com	18	(favicon.ico)						
1	mstdn.cosplayer.com	mstdn.cosplayer.com	#fff	#26a	https://wee.jp/f/mstdn.cosplayer.com	18	(favicon.ico)						
1	mstdn.moe-max.jp	mstdn.moe-max.jp	#fff	#26a	https://wee.jp/f/mstdn.moe-max.jp	18	(favicon.ico)						
1	マストドン.jp	xn--zck4ad5f2e.jp	#fff	#26a	https://wee.jp/f/xn--zck4ad5f2e.jp	18	(favicon.ico)	https://ja.mstdn.wiki/%E3%83%9E%E3%82%B9%E3%83%88%E3%83%89%E3%83%B3.jp					
1	ef67.myhome.cx	ef67.myhome.cx	#fff	#26a	https://wee.jp/f/ef67.myhome.cx	18	(favicon.ico)						
1	mstdn.binfish.jp	mstdn.binfish.jp	#fff	#26a	https://wee.jp/f/mstdn.binfish.jp	18	(favicon.ico)						
1	justodon.net	justodon.net	#fff	#26a	https://wee.jp/f/justodon.net	18	(favicon.ico)						
1	mastodon.noraworld.jp	mastodon.noraworld.jp	#fff	#26a	https://wee.jp/f/mastodon.noraworld.jp	18	(favicon.ico)						
1	mstdn.cosnomi.com	mstdn.cosnomi.com	#fff	#26a	https://wee.jp/f/mstdn.cosnomi.com	18	(favicon.ico)						
1	mimumedon.com	mimumedon.com	#fff	#26a	https://wee.jp/f/mimumedon.com	18	(favicon.ico)						
1	mstdn.ht164.jp	mstdn.ht164.jp	#fff	#26a	https://wee.jp/f/mstdn.ht164.jp	18	(favicon.ico)						
1	naokisz.tk	naokisz.tk	#fff	#26a	https://wee.jp/f/naokisz.tk	18	(favicon.ico)						
1	z-flag.work	z-flag.work	#fff	#26a	https://wee.jp/f/z-flag.work	18	(favicon.ico)						
1	catdon.life	catdon.life	#fff	#26a	https://wee.jp/f/catdon.life	18	(favicon.ico)						
1	foodon.jp	foodon.jp	#fff	#26a	https://wee.jp/f/foodon.jp	18	(favicon.ico)						
1	+Plustodon	plustodon.net	#fff	#db4437	https://wee.jp/o/plustodon.png	17	管理者提出(PD宣言)		https://plustodon.net/@akyoz/101237916976159149	https://archive.fo/m90Tn	https://archive.fo/m90Tn		
1	7144.party	7144.party	#fff	#26a	https://wee.jp/f/7144.party	18	(favicon.ico)						
1	mastodon.diglateam3.com	mastodon.diglateam3.com	#fff	#26a	https://wee.jp/f/mastodon.diglateam3.com	18	(favicon.ico)						
1	Netherdon	netherdon.nyadobe.online	#fff	#dc632c	https://wee.jp/f/netherdon.nyadobe.online	18	(favicon.ico)		https://netherdon.nyadobe.online/@nyadobe/101068032885367348				
1	maho.app	maho.app	#fff	#26a	https://wee.jp/f/maho.app	18	(favicon.ico)						
1	backyard.cloud	backyard.cloud	#fff	#26a	https://wee.jp/f/backyard.cloud	18	(favicon.ico)						
1	hearthtodon.com	hearthtodon.com	#fff	#26a	https://wee.jp/f/hearthtodon.com	18	(favicon.ico)	https://ja.mstdn.wiki/Hearthtodon					
1	hakorena.net	hakorena.net	#fff	#26a	https://wee.jp/f/hakorena.net	18	(favicon.ico)						
1	mstdn.toyoko.in	mstdn.toyoko.in	#fff	#26a	https://wee.jp/f/mstdn.toyoko.in	18	(favicon.ico)						
1	mstdn.square-rooty.org	mstdn.square-rooty.org	#fff	#26a	https://wee.jp/f/mstdn.square-rooty.org	18	(favicon.ico)						
1	artritelacy.jp	artritelacy.jp	#fff	#26a	https://wee.jp/f/artritelacy.jp	18	(favicon.ico)						
1	ika.queloud.net	ika.queloud.net	#fff	#26a	https://wee.jp/f/ika.queloud.net	18	(favicon.ico)						
1	eletusk.club	eletusk.club	#fff	#26a	https://wee.jp/f/eletusk.club	18	(favicon.ico)						
1	manhole.club	manhole.club	#fff	#26a	https://wee.jp/f/manhole.club	18	(favicon.ico)						
1	heislandmine.work	heislandmine.work	#fff	#26a	https://wee.jp/f/heislandmine.work	18	(favicon.ico)		https://heislandmine.work/@Heislandmine/101233329520993598				
1	mstdn.sasachi.tokyo	mstdn.sasachi.tokyo	#fff	#26a	https://wee.jp/f/mstdn.sasachi.tokyo	18	(favicon.ico)						
1	mstdn.ropo.jp	mstdn.ropo.jp	#fff	#26a	https://wee.jp/f/mstdn.ropo.jp	18	(favicon.ico)						
1	ykzts.technology	ykzts.technology	#fff	#26a	https://wee.jp/f/ykzts.technology	18	(favicon.ico)						
1	kiritan.work	kiritan.work	#fff	#26a	https://wee.jp/f/kiritan.work	18	(favicon.ico)	https://ja.mstdn.wiki/Kiritan.work					
1	kemoshi.co	kemoshi.co	#fff	#26a	https://wee.jp/f/kemoshi.co	18	(favicon.ico)	https://ja.mstdn.wiki/Kemoshi.co					
1	mastodon.bitbank.cc	mastodon.bitbank.cc	#fff	#26a	https://wee.jp/f/mastodon.bitbank.cc	18	(favicon.ico)	https://ja.mstdn.wiki/Mastodon.bitbank.cc					
1	mstdn.camera	mstdn.camera	#fff	#26a	https://wee.jp/f/mstdn.camera	18	(favicon.ico)	https://ja.mstdn.wiki/Mstdn.Camera					
1	danshudon.jp	danshudon.jp	#fff	#26a	https://wee.jp/f/danshudon.jp	18	(favicon.ico)	https://ja.mstdn.wiki/Danshudon.jp					
1	googoldon.net	googoldon.net	#fff	#26a	https://wee.jp/f/googoldon.net	18	(favicon.ico)	https://ja.mstdn.wiki/Googoldon					
1	weep.me	weep.me	#fff	#26a	https://wee.jp/f/weep.me	18	(favicon.ico)		https://weep.me/@weep/101030699173187260				
1	unnerv.jp	unnerv.jp	#fff	#e12	https://wee.jp/f/unnerv.jp	18	(favicon.ico)	https://ja.mstdn.wiki/Unnerv.jp					
1	mstdn.nil.nu	mstdn.nil.nu	#fff	#26a	https://wee.jp/f/mstdn.nil.nu	18	(favicon.ico)	https://ja.mstdn.wiki/Mastodon.nil.nu					
1	mstdn.misosi.ru	mstdn.misosi.ru	#fff	#26a	https://wee.jp/f/mstdn.misosi.ru	18	(favicon.ico)						
1	don.8mitsu.net	don.8mitsu.net	#fff	#26a	https://wee.jp/f/don.8mitsu.net	18	(favicon.ico)						
1	mstdn.b-shock.org	mstdn.b-shock.org	#fff	#26a	https://wee.jp/f/mstdn.b-shock.org	18	(favicon.ico)						
1	ma.fono.jp	ma.fono.jp	#fff	#26a	https://wee.jp/f/ma.fono.jp	18	(favicon.ico)						
1	comm.cx	comm.cx	#fff	#26a	https://wee.jp/f/comm.cx	18	(favicon.ico)						
1	comm.cx	gs.comm.cx	#fff	#26a	https://wee.jp/f/gs.comm.cx	18	(favicon.ico)						
1	comm.cx	pl.comm.cx	#fff	#26a	https://wee.jp/f/pl.comm.cx	18	(favicon.ico)						
1	shimaidon.net	shimaidon.net	#fff	#26a	https://wee.jp/f/shimaidon.net	18	(favicon.ico)						
1	terusid.com	terusid.com	#fff	#26a	https://wee.jp/f/terusid.com	18	(favicon.ico)						
1	svrdn.drillion.net	svrdn.drillion.net	#fff	#26a	https://wee.jp/f/svrdn.drillion.net	18	(favicon.ico)						
1	pekepeke.work	pekepeke.work	#fff	#26a	https://wee.jp/f/pekepeke.work	18	(favicon.ico)						
1	popon.pptdn.jp	popon.pptdn.jp	#fff	#fb5	https://wee.jp/f/popon.pptdn.jp	18	(favicon.ico)		https://popon.pptdn.jp/@popn_ja/101165403426828050		https://archive.fo/mxgsH		
1	edge4cube.work	social.edge4cube.work	#fff	#26a	https://wee.jp/f/social.edge4cube.work	18	(favicon.ico)		https://social.edge4cube.work/@popn_ja/101170111975395733		https://archive.fo/CMDLO		
1	waraiotoko.net	waraiotoko.net	#fff	#26a	https://wee.jp/f/waraiotoko.net	18	(favicon.ico)						
1	mstdn.boxp.tk	mstdn.boxp.tk	#fff	#26a	https://wee.jp/f/mstdn.boxp.tk	18	(favicon.ico)						
1	gamecluster.net	gamecluster.net	#fff	#26a	https://wee.jp/f/gamecluster.net	18	(favicon.ico)						
1	fetishdon.tk	fetishdon.tk	#fff	#26a	https://wee.jp/f/fetishdon.tk	18	(favicon.ico)						
1	doll.social	doll.social	#fff	#26a	https://wee.jp/o/doll.png	17	依頼者:tateisu氏(素材:いらすとや)			https://www.irasutoya.com/2012/12/blog-post_653.html	https://discordapp.com/channels/480731529073524736/519416040283701252/521146166172188673		
1	mastodoll.net	mastodoll.net	#fff	#26a	https://wee.jp/o/doll.png	17	依頼者:tateisu氏(素材:いらすとや)			https://www.irasutoya.com/2012/12/blog-post_653.html	https://discordapp.com/channels/480731529073524736/519416040283701252/521146166172188673		
1	hack.syscaller.jp	hack.syscaller.jp	#fff	#26a	https://wee.jp/f/hack.syscaller.jp	18	(favicon.ico)						
1	mstdn.dgm.pw	mstdn.dgm.pw	#fff	#26a	https://wee.jp/f/mstdn.dgm.pw	18	(favicon.ico)						
1	gochisou.photo	gochisou.photo	#fff	#26a	https://wee.jp/f/gochisou.photo	18	(favicon.ico)						
1	mstdn.ijs01140.com	mstdn.ijs01140.com	#fff	#26a	https://wee.jp/f/mstdn.ijs01140.com	18	(favicon.ico)						
1	toot.loner.jp	toot.loner.jp	#fff	#26a	https://wee.jp/f/toot.loner.jp	18	(favicon.ico)						
1	m.upsilo.net	m.upsilo.net	#fff	#26a	https://wee.jp/f/m.upsilo.net	18	(favicon.ico)						
1	mikado-city.jp	mikado-city.jp	#fff	#26a	https://wee.jp/f/mikado-city.jp	18	(favicon.ico)						
1	mstdn-amadeus.tech	mstdn-amadeus.tech	#fff	#26a	https://wee.jp/f/mstdn-amadeus.tech	18	(favicon.ico)						
1	akanechan.love	akanechan.love	#fff	#26a	https://wee.jp/f/akanechan.love	18	(favicon.ico)						
1	mstdn.plusminus.io	mstdn.plusminus.io	#fff	#26a	https://wee.jp/f/mstdn.plusminus.io	18	(favicon.ico)						
1	machida.yokohama	machida.yokohama	#fff	#26a	https://wee.jp/f/machida.yokohama	18	(favicon.ico)						
1	djanzu.tokyo	djanzu.tokyo	#fff	#26a	https://wee.jp/f/djanzu.tokyo	18	(favicon.ico)						
1	stellaria.network	stellaria.network	#fff	#26a	https://wee.jp/f/stellaria.network	18	(favicon.ico)						
1	m.aqr.af まくらふ丼	m.aqr.af	#fff	#00947a	https://wee.jp/f/m.aqr.af	18	(favicon.ico)				https://archive.fo/jl5Dt		
1	twitchain.net	twitchain.net	#fff	#26a	https://wee.jp/f/twitchain.net	18	(favicon.ico)						
1	cute2d.xyz	cute2d.xyz	#fff	#26a	https://wee.jp/f/cute2d.xyz	18	(favicon.ico)						
1	tokotodon.m.to	tokotodon.m.to	#fff	#26a	https://wee.jp/f/tokotodon.m.to	18	(favicon.ico)						
1	mastodon.tackman.info	mastodon.tackman.info	#fff	#26a	https://wee.jp/f/mastodon.tackman.info	18	(favicon.ico)						
1	ap.kitahina.co	ap.kitahina.co	#fff	#26a	https://wee.jp/f/ap.kitahina.co	18	(favicon.ico)						
1	don.thinaticsystem.com	don.thinaticsystem.com	#fff	#26a	https://wee.jp/f/don.thinaticsystem.com	18	(favicon.ico)						
1	ap.kitahina.co	ap.kitahina.co	#fff	#26a	https://wee.jp/f/ap.kitahina.co	18	(favicon.ico)						
1	wlw.pw	wlw.pw	#fff	#26a	https://wee.jp/f/wlw.pw	18	(favicon.ico)						
1	mstdn.ryecroft21.net	mstdn.ryecroft21.net	#fff	#26a	https://wee.jp/f/mstdn.ryecroft21.net	18	(favicon.ico)						
1	dotdon.jp	dotdon.jp	#fff	#26a	https://wee.jp/f/dotdon.jp	18	(favicon.ico)						
1	vapers.jp	vapers.jp	#fff	#26a	https://wee.jp/f/vapers.jp	18	(favicon.ico)						
1	gorone-xyz.noellabo.jp	gorone-xyz.noellabo.jp	#fff	#26a	https://wee.jp/f/gorone-xyz.noellabo.jp	18	(favicon.ico)						
1	mstdn.ponseta.ga	mstdn.ponseta.ga	#fff	#26a	https://wee.jp/f/mstdn.ponseta.ga	18	(favicon.ico)						
1	はこます！	hakomas.cf	#000	#9fd	https://wee.jp/o/hakomas.png	17	管理者提出			https://archive.fo/xVAZ4	https://archive.fo/xVAZ4		
1	pomdon.top	pomdon.top	#fff	#26a	https://wee.jp/f/pomdon.top	18	(favicon.ico)						
1	9177xe.tokyo	9177xe.tokyo	#fff	#26a	https://wee.jp/f/9177xe.tokyo	18	(favicon.ico)						
